"adult","budget","genres","homepage","imdb_id","keywords","movie_id","original_language","overview","popularity","popularity_category","poster_url","production_companies","profit","release_date","release_year","revenue","roi","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","270000000","Family, Fantasy","https://movies.disney.com/snow-white-2025","tt6208148","princess, dwarf, fairy tale, poison, musical, apple, based on movie, evil queen, based on fairy tale, live action remake, fantasy, absurd, romantic fantasy, adoring, apathetic, cheerful, empathetic, powerful, racun, musikal, romantis, fantasi romantis, putri salju","447273","en","Princess Snow White flees the castle when the Evil Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young thief named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom in the process.","189.5617","Medium","https://image.tmdb.org/t/p/w500/xWWg47tTfparvjK0WJNX4xL8lW2.jpg","Walt Disney Pictures, Marc Platt Productions","-125880902","2025-03-19","2025","144119098","-0.46622556296296297","109","English, Español","Released","The classic tale comes to life.","Snow White","4.505","466"
"False","0","Animation, Action","https://www.warnerbros.com/movies/batman-ninja-vs-yakuza-league","tt32508210","based on comic, duringcreditsstinger","1297763","ja","The Batman family has returned to the present to discover that Japan has disappeared, and a giant island - Hinomoto - is now in the sky over Gotham City.  At the top sit the Yakuza, a group of superpowered individuals who reign without honor or humanity and look suspiciously like the Justice League. Now, it’s up to Batman and his allies to save Gotham!","126.7265","Medium","https://image.tmdb.org/t/p/w500/sVVT6GYFErVv0Lcc9NvqCu0iOxO.jpg","Kamikaze Douga, Warner Bros. Japan, DC, Warner Bros. Animation","0","2025-03-17","2025","0","0","90","English, 日本語","Released","","Batman Ninja vs. Yakuza League","6.774","106"
"False","122000000","Action, Science Fiction, Comedy, Family, Adventure, Fantasy","https://www.sonicthehedgehogmovie.com","tt18259086","moon, sequel, based on video game, dual role, aftercreditsstinger, duringcreditsstinger, hedgehog, live action and animation, grandfather grandson relationship, animal human friendship, anthropomorphic animal, loss and grief, cliché, complicated, sceptical","939243","en","Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","134.5773","Medium","https://image.tmdb.org/t/p/w500/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg","Paramount Pictures, Original Film, Marza Animation Planet, SEGA, Blur Studio, SEGA of America","364018457","2024-12-19","2024","486018457","2.983757844262295","110","English","Released","New adventure. New rival.","Sonic the Hedgehog 3","7.763","2316"
"False","70000000","Romance, Science Fiction, Thriller","https://tv.apple.com/movie/umc.cmc.26o403koqo2klixc0jtqy6tmc","tt13654226","canyon, fog, romance, tower, elite sniper, snipers, long-term observation","950396","en","Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.","118.617","Medium","https://image.tmdb.org/t/p/w500/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg","Skydance Media, Crooked Highway, Apple Studios","-70000000","2025-02-13","2025","0","-1.0","127","English, Lietuvių","Released","The world's most dangerous secret lies between them.","The Gorge","7.7","2234"
"False","0","Horror","","tt32195076","matter of fact","1301650","mn","In a remote corner of the world, a group of troubled youths finds themselves whisked away to a mysterious military base after a series of misbehaviors. Expecting little more than a stern reprimand, they are instead thrust into a world of secrets and shadows.  In a desperate bid for freedom, they must unravel the mysteries of the base and confront the sinister forces that lurk in the shadows. But with time running out and danger lurking around every corner, the odds of survival grow slimmer by the minute.  Courage, strength, and sacrifice, would they finally escape the clutches of the base and emerge from the darkness into the light?","112.1814","Medium","https://image.tmdb.org/t/p/w500/s6kFtdxfTC4xR8yDGbIjTgGEcFI.jpg","","0","2025-02-07","2025","0","0","83","","Released","","Z Zone","7.1","14"
"False","0","Action, Crime, Fantasy, Thriller","https://www.netflix.com/title/81566553","tt35111035","hitman, supernatural, revenge, organized crime, based on manga, demon, criminal, based on graphic novel, suspense","1405338","ja","Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","101.9287","Medium","https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg","Netflix, AMUSE, Digital Frontier","0","2025-02-26","2025","0","0","106","हिन्दी, 日本語","Released","","Demon City","6.937","183"
"False","0","Action, Comedy","https://theavenue.film/movies/old-guy","tt26442053","mentor protégé relationship, contract killer, gen z","1077782","en","Stuck at a dead end but vying for the love of spunky club manager Anata, aging contract killer Danny Dolinski is thrilled when The Company pulls him back in the field, but only to train Gen Z newcomer Wihlborg, a prodigy assassin with an attitude.","96.6163","Low","https://image.tmdb.org/t/p/w500/ulVVfNY8bmy1RbHfY4zi3fOwGzh.jpg","23ten, Source Management + Production, Aperture Media Partners, Pfaff & Pfaff Productions, LB Entertainment, Wee Buns Films, Northern Ireland Screen, Highland Film Group, Yellow Moon, Dark Castle Entertainment","0","2024-12-13","2024","0","0","93","English","Released","Competition is always a killer.","Old Guy","5.623","65"
"False","0","Action, Thriller","","tt27056066","historical epic, bollywood, indian air force, inspired by true story, pakistani air force","1143407","hi","In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.","79.0101","Low","https://image.tmdb.org/t/p/w500/f1KLUpaW7rbXhUm5SxG1lpPFFCJ.jpg","Maddock Films, Jio Studios","0","2025-01-24","2025","0","0","125","हिन्दी, English","Released","Some missions end. Others last a lifetime.","Sky Force","7.2","24"
"False","21000000","Action, Drama, Adventure, War","","tt27118357","based on novel or book, affectation, based on true story, martyr, indian army, counterterrorism, loving, 2010s, indian history, admiring, hopeful, based on real person, ashoka chakra, indian military","927342","ta","A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.","79.2862","Low","https://image.tmdb.org/t/p/w500/eCB06m1KUGilEOlIzb40nkQhVY0.jpg","Raajkamal Films International, Sony Pictures International Productions","-21000000","2024-10-31","2024","0","-1.0","169","தமிழ்","Released","","Amaran","7.418","201"
"False","120000000","Action, Science Fiction, Adventure","https://venom.movie","tt16366836","hero, superhero, anti hero, villain, alien life-form, based on comic, sequel, aftercreditsstinger, woman director, amused, indifferent","912649","en","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","77.9871","Low","https://image.tmdb.org/t/p/w500/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg","Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions","358103649","2024-10-22","2024","478103649","2.984197075","109","English","Released","'Til death do they part.","Venom: The Last Dance","6.783","3120"
"False","310000000","Action, Adventure, Drama","https://www.gladiator.movie","tt9218128","epic, gladiator, roman empire, ancient rome, sequel, evil tyrant, absurd, sword and sandal, sword fighting, second part, arrogant","558449","en","Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.","66.2989","Low","https://image.tmdb.org/t/p/w500/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg","Paramount Pictures, Scott Free Productions, Lucy Fisher/Douglas Wick Productions","148718000","2024-11-13","2024","458718000","0.47973548387096776","148","English","Released","Prepare to be entertained.","Gladiator II","6.767","3121"
"False","10000000","Horror, Comedy","http://www.neonrated.com/film/the-monkey","tt27714946","sibling relationship, shotgun, supernatural, drums, harpoon, dark comedy, gore, twin brother, maine, accidental death, wasp, monkey, exploding body, death, evil, evil twin, based on short story, dual role, cursed, 1990s, horror comedy, father son relationship, mother son relationship, brother brother relationship, toy monkey, supernatural horror, toy, cursed object, horror, disgusted, japanese restaurant, father son estrangement","1124620","en","When twin brothers find a mysterious wind-up monkey, a series of outrageous deaths tear their family apart. Twenty-five years later, the monkey begins a new killing spree forcing the estranged brothers to confront the cursed toy.","67.2923","Low","https://image.tmdb.org/t/p/w500/yYa8Onk9ow7ukcnfp2QWVvjWYel.jpg","Atomic Monster, C2 Motion Picture Group, Range Media Partners, Oddfellows Entertainment, The Safran Company, Stars Collective","54092278","2025-02-14","2025","64092278","5.4092278","98","English","Released","Everybody dies. And that's fucked up.","The Monkey","6.0","342"
"False","0","Action, Adventure, Fantasy, Animation","https://www.sololevelingreawakening.com","tt33428606","based on novel or book, based on comic, compilation, edited from tv series, anime, based on webcomic or webtoon","1357633","ja","Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate. A catch-up recap of the first season coupled with an exclusive sneak peek of the first two episodes of the highly anticipated second season in one momentous theatrical fan experience.","65.1456","Low","https://image.tmdb.org/t/p/w500/dblIFen0bNZAq8icJXHwrjfymDW.jpg","Aniplex, A-1 Pictures","6331827","2024-11-26","2024","6331827","inf","116","日本語","Released","","Solo Leveling -ReAwakening-","6.9","176"
"False","0","Action, Mystery, Drama","https://www.amazon.com/dp/B0DV3V4HH6","tt23476986","inspirational, didactic","1045938","en","After the G20 Summit is overtaken by terrorists, President Danielle Sutton must bring all her statecraft and military experience to defend her family and her fellow leaders.","634.172","High","https://image.tmdb.org/t/p/w500/tSee9gbGLfqwvjoWoCQgRZ4Sfky.jpg","JuVee Productions, Mad Chance, MRC, Amazon MGM Studios","0","2025-04-09","2025","0","0","110","English","Released","","G20","6.402","102"
"False","180000000","Action, Thriller, Science Fiction","https://www.marvel.com/movies/captain-america-brave-new-world","tt14513804","hero, superhero, revenge, aftercreditsstinger, marvel cinematic universe (mcu), sidekick, assassination attempt, political thriller, treaty, international relations","822119","en","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","285.4807","Medium","https://image.tmdb.org/t/p/w500/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg","Marvel Studios, Kevin Feige Productions","231409721","2025-02-12","2025","411409721","1.2856095611111111","119","English, 日本語, Español","Released","The future favors the brave.","Captain America: Brave New World","6.115","1274"
